0001080STBLXXXX001,0465601STRFXXXX001,0466032STRFXXXX001,432
0000662STBLXXXX001,0285025STRFXXXX001,0285456STRFXXXX001,432
0000807STBLXXXX001,0347665STRFXXXX001,0348096STRFXXXX001,432
0000588STBLXXXX001,0253057STRFXXXX001,0253488STRFXXXX001,432
0000316STBLXXXX001,0135553STRFXXXX001,0135984STRFXXXX001,432
0000532STBLXXXX001,0228865STRFXXXX001,0229296STRFXXXX001,432
0001125STBLXXXX001,0485041STRFXXXX001,0485472STRFXXXX001,432
0000592STBLXXXX001,0254785STRFXXXX001,0255216STRFXXXX001,432
0000890STBLXXXX001,0383521STRFXXXX001,0383952STRFXXXX001,432
0000901STBLXXXX001,0388273STRFXXXX001,0388704STRFXXXX001,432
0001184STBLXXXX001,0510529STRFXXXX001,0510960STRFXXXX001,432
0000311STBLXXXX001,0133393STRFXXXX001,0133824STRFXXXX001,432
0000427STBLXXXX001,0183505STRFXXXX001,0183936STRFXXXX001,432
0000629STBLXXXX001,0270769STRFXXXX001,0271200STRFXXXX001,432
0001146STBLXXXX001,0494113STRFXXXX001,0494544STRFXXXX001,432
0001141STBLXXXX001,0491953STRFXXXX001,0492384STRFXXXX001,432
0000505STBLXXXX001,0217201STRFXXXX001,0217632STRFXXXX001,432
0000786STBLXXXX001,0338593STRFXXXX001,0339024STRFXXXX001,432
0001100STBLXXXX001,0474241STRFXXXX001,0474672STRFXXXX001,432
0000798STBLXXXX001,0343777STRFXXXX001,0344208STRFXXXX001,432
0000852STBLXXXX001,0367105STRFXXXX001,0367536STRFXXXX001,432
0000547STBLXXXX001,0235345STRFXXXX001,0235776STRFXXXX001,432
0000904STBLXXXX001,0389569STRFXXXX001,0390000STRFXXXX001,432
0000825STBLXXXX001,0355441STRFXXXX001,0355872STRFXXXX001,432
0000747STBLXXXX001,0321745STRFXXXX001,0322176STRFXXXX001,432
0000733STBLXXXX001,0315697STRFXXXX001,0316128STRFXXXX001,432
0000830STBLXXXX001,0357601STRFXXXX001,0358032STRFXXXX001,432
0000794STBLXXXX001,0342049STRFXXXX001,0342480STRFXXXX001,432
0000893STBLXXXX001,0384817STRFXXXX001,0385248STRFXXXX001,432
0000874STBLXXXX001,0376609STRFXXXX001,0377040STRFXXXX001,432
0000736STBLXXXX001,0316993STRFXXXX001,0317424STRFXXXX001,432
0000983STBLXXXX001,0423697STRFXXXX001,0424128STRFXXXX001,432
0000705STBLXXXX001,0303601STRFXXXX001,0304032STRFXXXX001,432
0000323STBLXXXX001,0138577STRFXXXX001,0139008STRFXXXX001,432
0001162STBLXXXX001,0501025STRFXXXX001,0501456STRFXXXX001,432
0001008STBLXXXX001,0434497STRFXXXX001,0434928STRFXXXX001,432
0000374STBLXXXX001,0160609STRFXXXX001,0161040STRFXXXX001,432
0000281STBLXXXX001,0120433STRFXXXX001,0120864STRFXXXX001,432
0000670STBLXXXX001,0288481STRFXXXX001,0288912STRFXXXX001,432
0000835STBLXXXX001,0359761STRFXXXX001,0360192STRFXXXX001,432
0000867STBLXXXX001,0373585STRFXXXX001,0374016STRFXXXX001,432
0000954STBLXXXX001,0411169STRFXXXX001,0411600STRFXXXX001,432
0001130STBLXXXX001,0487201STRFXXXX001,0487632STRFXXXX001,432
0000305STBLXXXX001,0130801STRFXXXX001,0131232STRFXXXX001,432
0000381STBLXXXX001,0163633STRFXXXX001,0164064STRFXXXX001,432
0000411STBLXXXX001,0176593STRFXXXX001,0177024STRFXXXX001,432
0001197STBLXXXX001,0516145STRFXXXX001,0516576STRFXXXX001,432
0000714STBLXXXX001,0307489STRFXXXX001,0307920STRFXXXX001,432

